transaction_id,linked_pan,account_id,transaction_date,transaction_type,mode,category,amount,balance_after_txn
TXN-2032,PQRSX6789L,CF-ACC-002,2024-10-08,DEBIT,NetBanking,Loan EMI,600,7529
TXN-2033,PQRSX6789L,CF-ACC-002,2024-10-09,CREDIT,NetBanking,Zomato Payout,2072,9601
TXN-2034,PQRSX6789L,CF-ACC-002,2024-10-09,DEBIT,UPI,Fuel,334,9267
TXN-2035,PQRSX6789L,CF-ACC-002,2024-10-09,DEBIT,NetBanking,Savings Transfer,892,8375
TXN-2036,PQRSX6789L,CF-ACC-002,2024-10-09,DEBIT,NetBanking,Loan EMI,600,7775
TXN-2037,PQRSX6789L,CF-ACC-002,2024-10-10,CREDIT,NetBanking,Zomato Payout,2014,9789
TXN-2038,PQRSX6789L,CF-ACC-002,2024-10-10,DEBIT,UPI,Fuel,406,9383
TXN-2039,PQRSX6789L,CF-ACC-002,2024-10-10,DEBIT,NetBanking,Savings Transfer,716,8667
TXN-2040,PQRSX6789L,CF-ACC-002,2024-10-10,DEBIT,NetBanking,Loan EMI,600,8067
TXN-2041,PQRSX6789L,CF-ACC-002,2024-10-11,CREDIT,NetBanking,Zomato Payout,2493,10560
TXN-2042,PQRSX6789L,CF-ACC-002,2024-10-11,DEBIT,UPI,Fuel,400,10160
TXN-2043,PQRSX6789L,CF-ACC-002,2024-10-11,DEBIT,NetBanking,Savings Transfer,1092,9068
TXN-2044,PQRSX6789L,CF-ACC-002,2024-10-11,DEBIT,NetBanking,Loan EMI,600,8468
TXN-2045,PQRSX6789L,CF-ACC-002,2024-10-12,CREDIT,NetBanking,Zomato Payout,1473,9941
TXN-2046,PQRSX6789L,CF-ACC-002,2024-10-12,DEBIT,UPI,Fuel,407,9534
TXN-2047,PQRSX6789L,CF-ACC-002,2024-10-12,DEBIT,NetBanking,Savings Transfer,807,8727
TXN-2048,PQRSX6789L,CF-ACC-002,2024-10-12,DEBIT,NetBanking,Loan EMI,600,8127
TXN-2049,PQRSX6789L,CF-ACC-002,2024-10-13,CREDIT,UPI,Zomato Payout,2194,10321
TXN-2050,PQRSX6789L,CF-ACC-002,2024-10-13,DEBIT,UPI,Food,449,9872
TXN-2051,PQRSX6789L,CF-ACC-002,2024-10-13,DEBIT,NetBanking,Savings Transfer,710,9162
TXN-2052,PQRSX6789L,CF-ACC-002,2024-10-13,DEBIT,NetBanking,Loan EMI,600,8562
TXN-2053,PQRSX6789L,CF-ACC-002,2024-10-14,CREDIT,UPI,Zomato Payout,1845,10407
TXN-2054,PQRSX6789L,CF-ACC-002,2024-10-14,DEBIT,UPI,Fuel,367,10040
TXN-2055,PQRSX6789L,CF-ACC-002,2024-10-14,DEBIT,NetBanking,Savings Transfer,995,9045
TXN-2056,PQRSX6789L,CF-ACC-002,2024-10-14,DEBIT,NetBanking,Loan EMI,600,8445
TXN-2057,PQRSX6789L,CF-ACC-002,2024-10-15,CREDIT,NetBanking,Zomato Payout,1731,10176
TXN-2058,PQRSX6789L,CF-ACC-002,2024-10-15,DEBIT,UPI,Fuel,285,9891
TXN-2059,PQRSX6789L,CF-ACC-002,2024-10-15,DEBIT,NetBanking,Savings Transfer,714,9177
TXN-2060,PQRSX6789L,CF-ACC-002,2024-10-15,DEBIT,NetBanking,Loan EMI,600,8577
TXN-2061,PQRSX6789L,CF-ACC-002,2024-10-16,CREDIT,NetBanking,Zomato Payout,2047,10624
TXN-2062,PQRSX6789L,CF-ACC-002,2024-10-16,DEBIT,UPI,Fuel,268,10356
TXN-2063,PQRSX6789L,CF-ACC-002,2024-10-16,DEBIT,NetBanking,Savings Transfer,1140,9216
TXN-2064,PQRSX6789L,CF-ACC-002,2024-10-16,DEBIT,NetBanking,Loan EMI,600,8616
TXN-2065,PQRSX6789L,CF-ACC-002,2024-10-17,CREDIT,NetBanking,Zomato Payout,2484,11100
TXN-2066,PQRSX6789L,CF-ACC-002,2024-10-17,DEBIT,UPI,Fuel,372,10728
TXN-2067,PQRSX6789L,CF-ACC-002,2024-10-17,DEBIT,NetBanking,Savings Transfer,937,9791
TXN-2068,PQRSX6789L,CF-ACC-002,2024-10-17,DEBIT,NetBanking,Loan EMI,600,9191
TXN-2069,PQRSX6789L,CF-ACC-002,2024-10-18,CREDIT,UPI,Zomato Payout,1818,11009
TXN-2070,PQRSX6789L,CF-ACC-002,2024-10-18,DEBIT,UPI,Fuel,434,10575
TXN-2071,PQRSX6789L,CF-ACC-002,2024-10-18,DEBIT,NetBanking,Savings Transfer,843,9732
TXN-2072,PQRSX6789L,CF-ACC-002,2024-10-18,DEBIT,NetBanking,Loan EMI,600,9132
TXN-2073,PQRSX6789L,CF-ACC-002,2024-10-19,CREDIT,UPI,Zomato Payout,2395,11527
TXN-2074,PQRSX6789L,CF-ACC-002,2024-10-19,DEBIT,UPI,Fuel,288,11239
TXN-2075,PQRSX6789L,CF-ACC-002,2024-10-19,DEBIT,NetBanking,Savings Transfer,942,10297
TXN-2076,PQRSX6789L,CF-ACC-002,2024-10-19,DEBIT,NetBanking,Loan EMI,600,9697
TXN-2077,PQRSX6789L,CF-ACC-002,2024-10-20,CREDIT,UPI,Zomato Payout,2238,11935
TXN-2078,PQRSX6789L,CF-ACC-002,2024-10-20,DEBIT,UPI,Food,441,11494
TXN-2079,PQRSX6789L,CF-ACC-002,2024-10-20,DEBIT,NetBanking,Savings Transfer,992,10502
TXN-2080,PQRSX6789L,CF-ACC-002,2024-10-20,DEBIT,NetBanking,Loan EMI,600,9902
TXN-2081,PQRSX6789L,CF-ACC-002,2024-10-21,CREDIT,NetBanking,Zomato Payout,1910,11812
TXN-2082,PQRSX6789L,CF-ACC-002,2024-10-21,DEBIT,UPI,Food,402,11410
TXN-2083,PQRSX6789L,CF-ACC-002,2024-10-21,DEBIT,NetBanking,Savings Transfer,798,10612
TXN-2084,PQRSX6789L,CF-ACC-002,2024-10-21,DEBIT,NetBanking,Loan EMI,600,10012
TXN-2085,PQRSX6789L,CF-ACC-002,2024-10-22,CREDIT,UPI,Zomato Payout,1928,11940
TXN-2086,PQRSX6789L,CF-ACC-002,2024-10-22,DEBIT,UPI,Food,428,11512
TXN-2087,PQRSX6789L,CF-ACC-002,2024-10-22,DEBIT,NetBanking,Savings Transfer,1182,10330
TXN-2088,PQRSX6789L,CF-ACC-002,2024-10-22,DEBIT,NetBanking,Loan EMI,600,9730
TXN-2089,PQRSX6789L,CF-ACC-002,2024-10-23,CREDIT,UPI,Zomato Payout,2392,12122
TXN-2090,PQRSX6789L,CF-ACC-002,2024-10-23,DEBIT,UPI,Food,397,11725
TXN-2091,PQRSX6789L,CF-ACC-002,2024-10-23,DEBIT,NetBanking,Savings Transfer,1099,10626
TXN-2092,PQRSX6789L,CF-ACC-002,2024-10-23,DEBIT,NetBanking,Loan EMI,600,10026
TXN-2093,PQRSX6789L,CF-ACC-002,2024-10-24,CREDIT,UPI,Zomato Payout,2207,12233
TXN-2094,PQRSX6789L,CF-ACC-002,2024-10-24,DEBIT,UPI,Food,343,11890
TXN-2095,PQRSX6789L,CF-ACC-002,2024-10-24,DEBIT,NetBanking,Savings Transfer,1080,10810
TXN-2096,PQRSX6789L,CF-ACC-002,2024-10-24,DEBIT,NetBanking,Loan EMI,600,10210
TXN-2097,PQRSX6789L,CF-ACC-002,2024-10-25,CREDIT,NetBanking,Zomato Payout,2430,12640
TXN-2098,PQRSX6789L,CF-ACC-002,2024-10-25,DEBIT,UPI,Food,328,12312
TXN-2099,PQRSX6789L,CF-ACC-002,2024-10-25,DEBIT,NetBanking,Savings Transfer,962,11350
TXN-2100,PQRSX6789L,CF-ACC-002,2024-10-25,DEBIT,NetBanking,Loan EMI,600,10750
TXN-2101,PQRSX6789L,CF-ACC-002,2024-10-26,CREDIT,NetBanking,Zomato Payout,1990,12740
TXN-2102,PQRSX6789L,CF-ACC-002,2024-10-26,DEBIT,UPI,Food,376,12364
TXN-2103,PQRSX6789L,CF-ACC-002,2024-10-26,DEBIT,NetBanking,Savings Transfer,1100,11264
TXN-2104,PQRSX6789L,CF-ACC-002,2024-10-26,DEBIT,NetBanking,Loan EMI,600,10664
TXN-2105,PQRSX6789L,CF-ACC-002,2024-10-27,CREDIT,UPI,Zomato Payout,2460,13124
TXN-2106,PQRSX6789L,CF-ACC-002,2024-10-27,DEBIT,UPI,Food,287,12837
TXN-2107,PQRSX6789L,CF-ACC-002,2024-10-27,DEBIT,NetBanking,Savings Transfer,946,11891
TXN-2108,PQRSX6789L,CF-ACC-002,2024-10-27,DEBIT,NetBanking,Loan EMI,600,11291
TXN-2109,PQRSX6789L,CF-ACC-002,2024-10-28,CREDIT,UPI,Zomato Payout,2151,13442
TXN-2110,PQRSX6789L,CF-ACC-002,2024-10-28,DEBIT,UPI,Fuel,346,13096
TXN-2111,PQRSX6789L,CF-ACC-002,2024-10-28,DEBIT,NetBanking,Savings Transfer,814,12282
TXN-2112,PQRSX6789L,CF-ACC-002,2024-10-28,DEBIT,NetBanking,Loan EMI,600,11682
TXN-2113,PQRSX6789L,CF-ACC-002,2024-10-29,CREDIT,UPI,Zomato Payout,1719,13401
TXN-2114,PQRSX6789L,CF-ACC-002,2024-10-29,DEBIT,UPI,Fuel,304,13097
TXN-2115,PQRSX6789L,CF-ACC-002,2024-10-29,DEBIT,NetBanking,Savings Transfer,1005,12092
TXN-2116,PQRSX6789L,CF-ACC-002,2024-10-29,DEBIT,NetBanking,Loan EMI,600,11492
TXN-2117,PQRSX6789L,CF-ACC-002,2024-10-30,CREDIT,NetBanking,Zomato Payout,2052,13544
TXN-2118,PQRSX6789L,CF-ACC-002,2024-10-30,DEBIT,UPI,Food,406,13138
TXN-2119,PQRSX6789L,CF-ACC-002,2024-10-30,DEBIT,NetBanking,Savings Transfer,1058,12080
TXN-2120,PQRSX6789L,CF-ACC-002,2024-10-30,DEBIT,NetBanking,Loan EMI,600,11480
TXN-2121,PQRSX6789L,CF-ACC-002,2024-10-31,CREDIT,UPI,Zomato Payout,2600,14080
TXN-2122,PQRSX6789L,CF-ACC-002,2024-10-31,DEBIT,UPI,Fuel,337,13743
TXN-2123,PQRSX6789L,CF-ACC-002,2024-10-31,DEBIT,NetBanking,Savings Transfer,875,12868
TXN-2124,PQRSX6789L,CF-ACC-002,2024-10-31,DEBIT,NetBanking,Loan EMI,600,12268
TXN-2125,PQRSX6789L,CF-ACC-002,2024-11-01,CREDIT,NetBanking,Zomato Payout,1633,13901
TXN-2126,PQRSX6789L,CF-ACC-002,2024-11-01,DEBIT,UPI,Food,446,13455
TXN-2127,PQRSX6789L,CF-ACC-002,2024-11-01,DEBIT,NetBanking,Savings Transfer,1048,12407
TXN-2128,PQRSX6789L,CF-ACC-002,2024-11-01,DEBIT,NetBanking,Loan EMI,600,11807
TXN-2129,PQRSX6789L,CF-ACC-002,2024-11-02,CREDIT,NetBanking,Zomato Payout,1896,13703
TXN-2130,PQRSX6789L,CF-ACC-002,2024-11-02,DEBIT,UPI,Fuel,302,13401
TXN-2131,PQRSX6789L,CF-ACC-002,2024-11-02,DEBIT,NetBanking,Savings Transfer,1184,12217
TXN-2132,PQRSX6789L,CF-ACC-002,2024-11-02,DEBIT,NetBanking,Loan EMI,600,11617
TXN-2133,PQRSX6789L,CF-ACC-002,2024-11-03,CREDIT,NetBanking,Zomato Payout,1990,13607
TXN-2134,PQRSX6789L,CF-ACC-002,2024-11-03,DEBIT,UPI,Food,445,13162
TXN-2135,PQRSX6789L,CF-ACC-002,2024-11-03,DEBIT,NetBanking,Savings Transfer,759,12403
TXN-2136,PQRSX6789L,CF-ACC-002,2024-11-03,DEBIT,NetBanking,Loan EMI,600,11803
TXN-2137,PQRSX6789L,CF-ACC-002,2024-11-04,CREDIT,UPI,Zomato Payout,2619,14422
TXN-2138,PQRSX6789L,CF-ACC-002,2024-11-04,DEBIT,UPI,Food,447,13975
TXN-2139,PQRSX6789L,CF-ACC-002,2024-11-04,DEBIT,NetBanking,Savings Transfer,1160,12815
TXN-2140,PQRSX6789L,CF-ACC-002,2024-11-04,DEBIT,NetBanking,Loan EMI,600,12215
TXN-2141,PQRSX6789L,CF-ACC-002,2024-11-05,CREDIT,UPI,Zomato Payout,1483,13698
TXN-2142,PQRSX6789L,CF-ACC-002,2024-11-05,DEBIT,UPI,Fuel,369,13329
TXN-2143,PQRSX6789L,CF-ACC-002,2024-11-05,DEBIT,NetBanking,Savings Transfer,836,12493
TXN-2144,PQRSX6789L,CF-ACC-002,2024-11-05,DEBIT,NetBanking,Loan EMI,600,11893
TXN-2145,PQRSX6789L,CF-ACC-002,2024-11-06,CREDIT,UPI,Zomato Payout,1952,13845
TXN-2146,PQRSX6789L,CF-ACC-002,2024-11-06,DEBIT,UPI,Food,275,13570
TXN-2147,PQRSX6789L,CF-ACC-002,2024-11-06,DEBIT,NetBanking,Savings Transfer,1124,12446
TXN-2148,PQRSX6789L,CF-ACC-002,2024-11-06,DEBIT,NetBanking,Loan EMI,600,11846
TXN-2149,PQRSX6789L,CF-ACC-002,2024-11-07,CREDIT,UPI,Zomato Payout,1971,13817
TXN-2150,PQRSX6789L,CF-ACC-002,2024-11-07,DEBIT,UPI,Fuel,384,13433
TXN-2151,PQRSX6789L,CF-ACC-002,2024-11-07,DEBIT,NetBanking,Savings Transfer,706,12727
TXN-2152,PQRSX6789L,CF-ACC-002,2024-11-07,DEBIT,NetBanking,Loan EMI,600,12127
TXN-2153,PQRSX6789L,CF-ACC-002,2024-11-08,CREDIT,UPI,Zomato Payout,2129,14256
TXN-2154,PQRSX6789L,CF-ACC-002,2024-11-08,DEBIT,UPI,Food,260,13996
TXN-2155,PQRSX6789L,CF-ACC-002,2024-11-08,DEBIT,NetBanking,Savings Transfer,1133,12863
TXN-2156,PQRSX6789L,CF-ACC-002,2024-11-08,DEBIT,NetBanking,Loan EMI,600,12263
TXN-2157,PQRSX6789L,CF-ACC-002,2024-11-09,CREDIT,NetBanking,Zomato Payout,2278,14541
TXN-2158,PQRSX6789L,CF-ACC-002,2024-11-09,DEBIT,UPI,Fuel,304,14237
TXN-2159,PQRSX6789L,CF-ACC-002,2024-11-09,DEBIT,NetBanking,Savings Transfer,1004,13233
TXN-2160,PQRSX6789L,CF-ACC-002,2024-11-09,DEBIT,NetBanking,Loan EMI,600,12633
TXN-2161,PQRSX6789L,CF-ACC-002,2024-11-10,CREDIT,NetBanking,Zomato Payout,1903,14536
TXN-2162,PQRSX6789L,CF-ACC-002,2024-11-10,DEBIT,UPI,Fuel,290,14246
TXN-2163,PQRSX6789L,CF-ACC-002,2024-11-10,DEBIT,NetBanking,Savings Transfer,910,13336
TXN-2164,PQRSX6789L,CF-ACC-002,2024-11-10,DEBIT,NetBanking,Loan EMI,600,12736
TXN-2165,PQRSX6789L,CF-ACC-002,2024-11-11,CREDIT,NetBanking,Zomato Payout,2308,15044
TXN-2166,PQRSX6789L,CF-ACC-002,2024-11-11,DEBIT,UPI,Food,407,14637
TXN-2167,PQRSX6789L,CF-ACC-002,2024-11-11,DEBIT,NetBanking,Savings Transfer,959,13678
TXN-2168,PQRSX6789L,CF-ACC-002,2024-11-11,DEBIT,NetBanking,Loan EMI,600,13078
TXN-2169,PQRSX6789L,CF-ACC-002,2024-11-12,CREDIT,NetBanking,Zomato Payout,2469,15547
TXN-2170,PQRSX6789L,CF-ACC-002,2024-11-12,DEBIT,UPI,Food,355,15192
TXN-2171,PQRSX6789L,CF-ACC-002,2024-11-12,DEBIT,NetBanking,Savings Transfer,993,14199
TXN-2172,PQRSX6789L,CF-ACC-002,2024-11-12,DEBIT,NetBanking,Loan EMI,600,13599
TXN-2173,PQRSX6789L,CF-ACC-002,2024-11-13,CREDIT,NetBanking,Zomato Payout,2285,15884
TXN-2174,PQRSX6789L,CF-ACC-002,2024-11-13,DEBIT,UPI,Food,389,15495
TXN-2175,PQRSX6789L,CF-ACC-002,2024-11-13,DEBIT,NetBanking,Savings Transfer,988,14507
TXN-2176,PQRSX6789L,CF-ACC-002,2024-11-13,DEBIT,NetBanking,Loan EMI,600,13907
TXN-2177,PQRSX6789L,CF-ACC-002,2024-11-14,CREDIT,NetBanking,Zomato Payout,2266,16173
TXN-2178,PQRSX6789L,CF-ACC-002,2024-11-14,DEBIT,UPI,Food,427,15746
TXN-2179,PQRSX6789L,CF-ACC-002,2024-11-14,DEBIT,NetBanking,Savings Transfer,1105,14641
TXN-2180,PQRSX6789L,CF-ACC-002,2024-11-14,DEBIT,NetBanking,Loan EMI,600,14041
TXN-2181,PQRSX6789L,CF-ACC-002,2024-11-15,CREDIT,UPI,Zomato Payout,2448,16489
TXN-2182,PQRSX6789L,CF-ACC-002,2024-11-15,DEBIT,UPI,Fuel,393,16096
TXN-2183,PQRSX6789L,CF-ACC-002,2024-11-15,DEBIT,NetBanking,Savings Transfer,920,15176
TXN-2184,PQRSX6789L,CF-ACC-002,2024-11-15,DEBIT,NetBanking,Loan EMI,600,14576
TXN-2185,PQRSX6789L,CF-ACC-002,2024-11-16,CREDIT,NetBanking,Zomato Payout,2221,16797
TXN-2186,PQRSX6789L,CF-ACC-002,2024-11-16,DEBIT,UPI,Food,400,16397
TXN-2187,PQRSX6789L,CF-ACC-002,2024-11-16,DEBIT,NetBanking,Savings Transfer,971,15426
TXN-2188,PQRSX6789L,CF-ACC-002,2024-11-16,DEBIT,NetBanking,Loan EMI,600,14826
TXN-2189,PQRSX6789L,CF-ACC-002,2024-11-17,CREDIT,UPI,Zomato Payout,2135,16961
TXN-2190,PQRSX6789L,CF-ACC-002,2024-11-17,DEBIT,UPI,Fuel,346,16615
TXN-2191,PQRSX6789L,CF-ACC-002,2024-11-17,DEBIT,NetBanking,Savings Transfer,716,15899
TXN-2192,PQRSX6789L,CF-ACC-002,2024-11-17,DEBIT,NetBanking,Loan EMI,600,15299
TXN-2193,PQRSX6789L,CF-ACC-002,2024-11-18,CREDIT,UPI,Zomato Payout,1734,17033
TXN-2194,PQRSX6789L,CF-ACC-002,2024-11-18,DEBIT,UPI,Food,350,16683
TXN-2195,PQRSX6789L,CF-ACC-002,2024-11-18,DEBIT,NetBanking,Savings Transfer,1112,15571
TXN-2196,PQRSX6789L,CF-ACC-002,2024-11-18,DEBIT,NetBanking,Loan EMI,600,14971
TXN-2197,PQRSX6789L,CF-ACC-002,2024-11-19,CREDIT,NetBanking,Zomato Payout,2150,17121
TXN-2198,PQRSX6789L,CF-ACC-002,2024-11-19,DEBIT,UPI,Food,341,16780
TXN-2199,PQRSX6789L,CF-ACC-002,2024-11-19,DEBIT,NetBanking,Savings Transfer,996,15784
TXN-2200,PQRSX6789L,CF-ACC-002,2024-11-19,DEBIT,NetBanking,Loan EMI,600,15184
TXN-2201,PQRSX6789L,CF-ACC-002,2024-11-20,CREDIT,UPI,Zomato Payout,2351,17535
TXN-2202,PQRSX6789L,CF-ACC-002,2024-11-20,DEBIT,UPI,Fuel,415,17120
TXN-2203,PQRSX6789L,CF-ACC-002,2024-11-20,DEBIT,NetBanking,Savings Transfer,983,16137
TXN-2204,PQRSX6789L,CF-ACC-002,2024-11-20,DEBIT,NetBanking,Loan EMI,600,15537
TXN-2205,PQRSX6789L,CF-ACC-002,2024-11-21,CREDIT,NetBanking,Zomato Payout,1934,17471
TXN-2206,PQRSX6789L,CF-ACC-002,2024-11-21,DEBIT,UPI,Food,374,17097
TXN-2207,PQRSX6789L,CF-ACC-002,2024-11-21,DEBIT,NetBanking,Savings Transfer,1041,16056
TXN-2208,PQRSX6789L,CF-ACC-002,2024-11-21,DEBIT,NetBanking,Loan EMI,600,15456
TXN-2209,PQRSX6789L,CF-ACC-002,2024-11-22,CREDIT,UPI,Zomato Payout,2619,18075
TXN-2210,PQRSX6789L,CF-ACC-002,2024-11-22,DEBIT,UPI,Fuel,444,17631
TXN-2211,PQRSX6789L,CF-ACC-002,2024-11-22,DEBIT,NetBanking,Savings Transfer,704,16927
TXN-2212,PQRSX6789L,CF-ACC-002,2024-11-22,DEBIT,NetBanking,Loan EMI,600,16327
TXN-2213,PQRSX6789L,CF-ACC-002,2024-11-23,CREDIT,UPI,Zomato Payout,2586,18913
TXN-2214,PQRSX6789L,CF-ACC-002,2024-11-23,DEBIT,UPI,Fuel,395,18518
TXN-2215,PQRSX6789L,CF-ACC-002,2024-11-23,DEBIT,NetBanking,Savings Transfer,1023,17495
TXN-2216,PQRSX6789L,CF-ACC-002,2024-11-23,DEBIT,NetBanking,Loan EMI,600,16895
TXN-2217,PQRSX6789L,CF-ACC-002,2024-11-24,CREDIT,UPI,Zomato Payout,2462,19357
TXN-2218,PQRSX6789L,CF-ACC-002,2024-11-24,DEBIT,UPI,Food,281,19076
TXN-2219,PQRSX6789L,CF-ACC-002,2024-11-24,DEBIT,NetBanking,Savings Transfer,990,18086
TXN-2220,PQRSX6789L,CF-ACC-002,2024-11-24,DEBIT,NetBanking,Loan EMI,600,17486
TXN-2221,PQRSX6789L,CF-ACC-002,2024-11-25,CREDIT,NetBanking,Zomato Payout,2365,19851
TXN-2222,PQRSX6789L,CF-ACC-002,2024-11-25,DEBIT,UPI,Fuel,426,19425
TXN-2223,PQRSX6789L,CF-ACC-002,2024-11-25,DEBIT,NetBanking,Savings Transfer,1035,18390
TXN-2224,PQRSX6789L,CF-ACC-002,2024-11-25,DEBIT,NetBanking,Loan EMI,600,17790
TXN-2225,PQRSX6789L,CF-ACC-002,2024-11-26,CREDIT,UPI,Zomato Payout,2428,20218
TXN-2226,PQRSX6789L,CF-ACC-002,2024-11-26,DEBIT,UPI,Fuel,395,19823
TXN-2227,PQRSX6789L,CF-ACC-002,2024-11-26,DEBIT,NetBanking,Savings Transfer,927,18896
TXN-2228,PQRSX6789L,CF-ACC-002,2024-11-26,DEBIT,NetBanking,Loan EMI,600,18296
TXN-2229,PQRSX6789L,CF-ACC-002,2024-11-27,CREDIT,NetBanking,Zomato Payout,2536,20832
TXN-2230,PQRSX6789L,CF-ACC-002,2024-11-27,DEBIT,UPI,Food,301,20531
TXN-2231,PQRSX6789L,CF-ACC-002,2024-11-27,DEBIT,NetBanking,Savings Transfer,841,19690
TXN-2232,PQRSX6789L,CF-ACC-002,2024-11-27,DEBIT,NetBanking,Loan EMI,600,19090
TXN-2233,PQRSX6789L,CF-ACC-002,2024-11-28,CREDIT,UPI,Zomato Payout,2233,21323
TXN-2234,PQRSX6789L,CF-ACC-002,2024-11-28,DEBIT,UPI,Food,302,21021
TXN-2235,PQRSX6789L,CF-ACC-002,2024-11-28,DEBIT,NetBanking,Savings Transfer,1112,19909
TXN-2236,PQRSX6789L,CF-ACC-002,2024-11-28,DEBIT,NetBanking,Loan EMI,600,19309
TXN-2237,PQRSX6789L,CF-ACC-002,2024-11-29,CREDIT,NetBanking,Zomato Payout,2228,21537
TXN-2238,PQRSX6789L,CF-ACC-002,2024-11-29,DEBIT,UPI,Fuel,374,21163
TXN-2239,PQRSX6789L,CF-ACC-002,2024-11-29,DEBIT,NetBanking,Savings Transfer,1101,20062
TXN-2240,PQRSX6789L,CF-ACC-002,2024-11-29,DEBIT,NetBanking,Loan EMI,600,19462
TXN-2241,PQRSX6789L,CF-ACC-002,2024-11-30,CREDIT,UPI,Zomato Payout,2429,21891
TXN-2242,PQRSX6789L,CF-ACC-002,2024-11-30,DEBIT,UPI,Food,298,21593
TXN-2243,PQRSX6789L,CF-ACC-002,2024-11-30,DEBIT,NetBanking,Savings Transfer,1018,20575
TXN-2244,PQRSX6789L,CF-ACC-002,2024-11-30,DEBIT,NetBanking,Loan EMI,600,19975
TXN-2245,PQRSX6789L,CF-ACC-002,2024-12-01,CREDIT,NetBanking,Zomato Payout,1780,21755
TXN-2246,PQRSX6789L,CF-ACC-002,2024-12-01,DEBIT,UPI,Fuel,436,21319
TXN-2247,PQRSX6789L,CF-ACC-002,2024-12-01,DEBIT,NetBanking,Savings Transfer,864,20455
TXN-2248,PQRSX6789L,CF-ACC-002,2024-12-01,DEBIT,NetBanking,Loan EMI,600,19855
TXN-2249,PQRSX6789L,CF-ACC-002,2024-12-02,CREDIT,UPI,Zomato Payout,2095,21950
TXN-2250,PQRSX6789L,CF-ACC-002,2024-12-02,DEBIT,UPI,Food,359,21591
TXN-2251,PQRSX6789L,CF-ACC-002,2024-12-02,DEBIT,NetBanking,Savings Transfer,1176,20415
