transaction_id,linked_pan,account_id,transaction_date,transaction_type,mode,category,amount,balance_after_txn
TXN-3064,MNOPQ5678K,CF-ACC-004,2024-11-01,CREDIT,NetBanking,Freelance Payout,2138,24925
TXN-3065,MNOPQ5678K,CF-ACC-004,2024-11-01,DEBIT,UPI,Food,378,24547
TXN-3066,MNOPQ5678K,CF-ACC-004,2024-11-02,DEBIT,UPI,Food,418,24129
TXN-3067,MNOPQ5678K,CF-ACC-004,2024-11-03,CREDIT,NetBanking,Freelance Payout,1732,25861
TXN-3068,MNOPQ5678K,CF-ACC-004,2024-11-03,DEBIT,UPI,Food,371,25490
TXN-3069,MNOPQ5678K,CF-ACC-004,2024-11-03,DEBIT,NetBanking,Savings Transfer,613,24877
TXN-3070,MNOPQ5678K,CF-ACC-004,2024-11-04,DEBIT,UPI,Food,302,24575
TXN-3071,MNOPQ5678K,CF-ACC-004,2024-11-05,CREDIT,NetBanking,Freelance Payout,2441,27016
TXN-3072,MNOPQ5678K,CF-ACC-004,2024-11-05,DEBIT,UPI,Food,220,26796
TXN-3073,MNOPQ5678K,CF-ACC-004,2024-11-05,DEBIT,NetBanking,Loan EMI,3500,23296
TXN-3074,MNOPQ5678K,CF-ACC-004,2024-11-06,DEBIT,UPI,Food,238,23058
TXN-3075,MNOPQ5678K,CF-ACC-004,2024-11-06,DEBIT,NetBanking,Savings Transfer,914,22144
TXN-3076,MNOPQ5678K,CF-ACC-004,2024-11-07,CREDIT,NetBanking,Freelance Payout,2779,24923
TXN-3077,MNOPQ5678K,CF-ACC-004,2024-11-07,DEBIT,UPI,Food,386,24537
TXN-3078,MNOPQ5678K,CF-ACC-004,2024-11-08,CREDIT,NetBanking,Freelance Payout,2343,26880
TXN-3079,MNOPQ5678K,CF-ACC-004,2024-11-08,DEBIT,UPI,Food,258,26622
TXN-3080,MNOPQ5678K,CF-ACC-004,2024-11-09,CREDIT,NetBanking,Freelance Payout,2783,29405
TXN-3081,MNOPQ5678K,CF-ACC-004,2024-11-09,DEBIT,UPI,Food,355,29050
TXN-3082,MNOPQ5678K,CF-ACC-004,2024-11-09,DEBIT,NetBanking,Savings Transfer,516,28534
TXN-3083,MNOPQ5678K,CF-ACC-004,2024-11-10,CREDIT,NetBanking,Freelance Payout,2686,31220
TXN-3084,MNOPQ5678K,CF-ACC-004,2024-11-10,DEBIT,UPI,Food,187,31033
TXN-3085,MNOPQ5678K,CF-ACC-004,2024-11-11,CREDIT,NetBanking,Freelance Payout,1624,32657
TXN-3086,MNOPQ5678K,CF-ACC-004,2024-11-11,DEBIT,UPI,Food,190,32467
TXN-3087,MNOPQ5678K,CF-ACC-004,2024-11-12,CREDIT,NetBanking,Freelance Payout,2147,34614
TXN-3088,MNOPQ5678K,CF-ACC-004,2024-11-12,DEBIT,UPI,Food,293,34321
TXN-3089,MNOPQ5678K,CF-ACC-004,2024-11-12,DEBIT,NetBanking,Savings Transfer,565,33756
TXN-3090,MNOPQ5678K,CF-ACC-004,2024-11-13,CREDIT,NetBanking,Freelance Payout,1394,35150
TXN-3091,MNOPQ5678K,CF-ACC-004,2024-11-13,DEBIT,UPI,Food,208,34942
TXN-3092,MNOPQ5678K,CF-ACC-004,2024-11-14,CREDIT,NetBanking,Freelance Payout,1718,36660
TXN-3093,MNOPQ5678K,CF-ACC-004,2024-11-14,DEBIT,UPI,Food,382,36278
TXN-3094,MNOPQ5678K,CF-ACC-004,2024-11-15,CREDIT,NetBanking,Freelance Payout,1214,37492
TXN-3095,MNOPQ5678K,CF-ACC-004,2024-11-15,DEBIT,UPI,Food,191,37301
TXN-3096,MNOPQ5678K,CF-ACC-004,2024-11-15,DEBIT,NetBanking,Savings Transfer,1088,36213
TXN-3097,MNOPQ5678K,CF-ACC-004,2024-11-16,CREDIT,NetBanking,Freelance Payout,1580,37793
TXN-3098,MNOPQ5678K,CF-ACC-004,2024-11-16,DEBIT,UPI,Food,430,37363
TXN-3099,MNOPQ5678K,CF-ACC-004,2024-11-17,CREDIT,NetBanking,Freelance Payout,1647,39010
TXN-3100,MNOPQ5678K,CF-ACC-004,2024-11-17,DEBIT,UPI,Food,327,38683
TXN-3101,MNOPQ5678K,CF-ACC-004,2024-11-18,CREDIT,NetBanking,Freelance Payout,2200,40883
TXN-3102,MNOPQ5678K,CF-ACC-004,2024-11-18,DEBIT,UPI,Food,231,40652
TXN-3103,MNOPQ5678K,CF-ACC-004,2024-11-18,DEBIT,NetBanking,Savings Transfer,708,39944
TXN-3104,MNOPQ5678K,CF-ACC-004,2024-11-19,DEBIT,UPI,Food,187,39757
TXN-3105,MNOPQ5678K,CF-ACC-004,2024-11-20,CREDIT,NetBanking,Freelance Payout,2693,42450
TXN-3106,MNOPQ5678K,CF-ACC-004,2024-11-20,DEBIT,UPI,Food,446,42004
TXN-3107,MNOPQ5678K,CF-ACC-004,2024-11-21,CREDIT,NetBanking,Freelance Payout,1416,43420
TXN-3108,MNOPQ5678K,CF-ACC-004,2024-11-21,DEBIT,UPI,Food,418,43002
TXN-3109,MNOPQ5678K,CF-ACC-004,2024-11-21,DEBIT,NetBanking,Savings Transfer,630,42372
TXN-3110,MNOPQ5678K,CF-ACC-004,2024-11-22,CREDIT,NetBanking,Freelance Payout,2095,44467
TXN-3111,MNOPQ5678K,CF-ACC-004,2024-11-22,DEBIT,UPI,Food,330,44137
TXN-3112,MNOPQ5678K,CF-ACC-004,2024-11-23,CREDIT,NetBanking,Freelance Payout,1395,45532
TXN-3113,MNOPQ5678K,CF-ACC-004,2024-11-23,DEBIT,UPI,Food,341,45191
TXN-3114,MNOPQ5678K,CF-ACC-004,2024-11-24,CREDIT,NetBanking,Freelance Payout,2609,47800
TXN-3115,MNOPQ5678K,CF-ACC-004,2024-11-24,DEBIT,UPI,Food,300,47500
TXN-3116,MNOPQ5678K,CF-ACC-004,2024-11-24,DEBIT,NetBanking,Savings Transfer,743,46757
TXN-3117,MNOPQ5678K,CF-ACC-004,2024-11-25,CREDIT,NetBanking,Freelance Payout,1941,48698
TXN-3118,MNOPQ5678K,CF-ACC-004,2024-11-25,DEBIT,UPI,Food,326,48372
TXN-3119,MNOPQ5678K,CF-ACC-004,2024-11-26,CREDIT,NetBanking,Freelance Payout,2496,50868
TXN-3120,MNOPQ5678K,CF-ACC-004,2024-11-26,DEBIT,UPI,Food,214,50654
TXN-3121,MNOPQ5678K,CF-ACC-004,2024-11-27,DEBIT,UPI,Food,180,50474
TXN-3122,MNOPQ5678K,CF-ACC-004,2024-11-27,DEBIT,NetBanking,Savings Transfer,627,49847
TXN-3123,MNOPQ5678K,CF-ACC-004,2024-11-28,CREDIT,NetBanking,Freelance Payout,2352,52199
TXN-3124,MNOPQ5678K,CF-ACC-004,2024-11-28,DEBIT,UPI,Food,289,51910
TXN-3125,MNOPQ5678K,CF-ACC-004,2024-11-29,CREDIT,NetBanking,Freelance Payout,1840,53750
TXN-3126,MNOPQ5678K,CF-ACC-004,2024-11-29,DEBIT,UPI,Food,213,53537
TXN-3127,MNOPQ5678K,CF-ACC-004,2024-11-30,CREDIT,NetBanking,Freelance Payout,2742,56279
TXN-3128,MNOPQ5678K,CF-ACC-004,2024-11-30,DEBIT,UPI,Food,420,55859
TXN-3129,MNOPQ5678K,CF-ACC-004,2024-11-30,DEBIT,NetBanking,Savings Transfer,620,55239
TXN-3130,MNOPQ5678K,CF-ACC-004,2024-12-01,CREDIT,NetBanking,Freelance Payout,2067,57306
TXN-3131,MNOPQ5678K,CF-ACC-004,2024-12-01,DEBIT,UPI,Food,346,56960
TXN-3132,MNOPQ5678K,CF-ACC-004,2024-12-02,CREDIT,NetBanking,Freelance Payout,2515,59475
TXN-3133,MNOPQ5678K,CF-ACC-004,2024-12-02,DEBIT,UPI,Food,381,59094
TXN-3134,MNOPQ5678K,CF-ACC-004,2024-12-03,CREDIT,NetBanking,Freelance Payout,1743,60837
TXN-3135,MNOPQ5678K,CF-ACC-004,2024-12-03,DEBIT,UPI,Food,321,60516
TXN-3136,MNOPQ5678K,CF-ACC-004,2024-12-03,DEBIT,NetBanking,Savings Transfer,1063,59453
TXN-3137,MNOPQ5678K,CF-ACC-004,2024-12-04,CREDIT,NetBanking,Freelance Payout,2620,62073
TXN-3138,MNOPQ5678K,CF-ACC-004,2024-12-04,DEBIT,UPI,Food,359,61714
TXN-3139,MNOPQ5678K,CF-ACC-004,2024-12-05,DEBIT,UPI,Food,254,61460
TXN-3140,MNOPQ5678K,CF-ACC-004,2024-12-05,DEBIT,NetBanking,Loan EMI,3500,57960
TXN-3141,MNOPQ5678K,CF-ACC-004,2024-12-06,CREDIT,NetBanking,Freelance Payout,2533,60493
TXN-3142,MNOPQ5678K,CF-ACC-004,2024-12-06,DEBIT,UPI,Food,352,60141
TXN-3143,MNOPQ5678K,CF-ACC-004,2024-12-06,DEBIT,NetBanking,Savings Transfer,557,59584
TXN-3144,MNOPQ5678K,CF-ACC-004,2024-12-07,CREDIT,NetBanking,Freelance Payout,2488,62072
TXN-3145,MNOPQ5678K,CF-ACC-004,2024-12-07,DEBIT,UPI,Food,417,61655
TXN-3146,MNOPQ5678K,CF-ACC-004,2024-12-08,CREDIT,NetBanking,Freelance Payout,2725,64380
TXN-3147,MNOPQ5678K,CF-ACC-004,2024-12-08,DEBIT,UPI,Food,434,63946
TXN-3148,MNOPQ5678K,CF-ACC-004,2024-12-09,CREDIT,NetBanking,Freelance Payout,2625,66571
TXN-3149,MNOPQ5678K,CF-ACC-004,2024-12-09,DEBIT,UPI,Food,441,66130
TXN-3150,MNOPQ5678K,CF-ACC-004,2024-12-09,DEBIT,NetBanking,Savings Transfer,609,65521
TXN-3151,MNOPQ5678K,CF-ACC-004,2024-12-10,CREDIT,NetBanking,Freelance Payout,1537,67058
TXN-3152,MNOPQ5678K,CF-ACC-004,2024-12-10,DEBIT,UPI,Food,351,66707
TXN-3153,MNOPQ5678K,CF-ACC-004,2024-12-11,CREDIT,NetBanking,Freelance Payout,2333,69040
TXN-3154,MNOPQ5678K,CF-ACC-004,2024-12-11,DEBIT,UPI,Food,209,68831
TXN-3155,MNOPQ5678K,CF-ACC-004,2024-12-12,CREDIT,NetBanking,Freelance Payout,1756,70587
TXN-3156,MNOPQ5678K,CF-ACC-004,2024-12-12,DEBIT,UPI,Food,320,70267
TXN-3157,MNOPQ5678K,CF-ACC-004,2024-12-12,DEBIT,NetBanking,Savings Transfer,1004,69263
TXN-3158,MNOPQ5678K,CF-ACC-004,2024-12-13,CREDIT,NetBanking,Freelance Payout,2047,71310
TXN-3159,MNOPQ5678K,CF-ACC-004,2024-12-13,DEBIT,UPI,Food,392,70918
TXN-3160,MNOPQ5678K,CF-ACC-004,2024-12-14,CREDIT,NetBanking,Freelance Payout,1517,72435
TXN-3161,MNOPQ5678K,CF-ACC-004,2024-12-14,DEBIT,UPI,Food,432,72003
TXN-3162,MNOPQ5678K,CF-ACC-004,2024-12-15,DEBIT,UPI,Food,195,71808
TXN-3163,MNOPQ5678K,CF-ACC-004,2024-12-15,DEBIT,NetBanking,Savings Transfer,650,71158
TXN-3164,MNOPQ5678K,CF-ACC-004,2024-12-16,CREDIT,NetBanking,Freelance Payout,1474,72632
TXN-3165,MNOPQ5678K,CF-ACC-004,2024-12-16,DEBIT,UPI,Food,258,72374
TXN-3166,MNOPQ5678K,CF-ACC-004,2024-12-17,CREDIT,NetBanking,Freelance Payout,2611,74985
TXN-3167,MNOPQ5678K,CF-ACC-004,2024-12-17,DEBIT,UPI,Food,306,74679
TXN-3168,MNOPQ5678K,CF-ACC-004,2024-12-18,CREDIT,NetBanking,Freelance Payout,1926,76605
TXN-3169,MNOPQ5678K,CF-ACC-004,2024-12-18,DEBIT,UPI,Food,386,76219
TXN-3170,MNOPQ5678K,CF-ACC-004,2024-12-18,DEBIT,NetBanking,Savings Transfer,963,75256
TXN-3171,MNOPQ5678K,CF-ACC-004,2024-12-19,CREDIT,NetBanking,Freelance Payout,1769,77025
TXN-3172,MNOPQ5678K,CF-ACC-004,2024-12-19,DEBIT,UPI,Food,411,76614
TXN-3173,MNOPQ5678K,CF-ACC-004,2024-12-20,CREDIT,NetBanking,Freelance Payout,1493,78107
TXN-3174,MNOPQ5678K,CF-ACC-004,2024-12-20,DEBIT,UPI,Food,433,77674
TXN-3175,MNOPQ5678K,CF-ACC-004,2024-12-21,CREDIT,NetBanking,Freelance Payout,2180,79854
TXN-3176,MNOPQ5678K,CF-ACC-004,2024-12-21,DEBIT,UPI,Food,284,79570
TXN-3177,MNOPQ5678K,CF-ACC-004,2024-12-21,DEBIT,NetBanking,Savings Transfer,1169,78401
TXN-3178,MNOPQ5678K,CF-ACC-004,2024-12-22,DEBIT,UPI,Food,307,78094
TXN-3179,MNOPQ5678K,CF-ACC-004,2024-12-23,CREDIT,NetBanking,Freelance Payout,1699,79793
TXN-3180,MNOPQ5678K,CF-ACC-004,2024-12-23,DEBIT,UPI,Food,428,79365
TXN-3181,MNOPQ5678K,CF-ACC-004,2024-12-24,CREDIT,NetBanking,Freelance Payout,2625,81990
TXN-3182,MNOPQ5678K,CF-ACC-004,2024-12-24,DEBIT,UPI,Food,184,81806
TXN-3183,MNOPQ5678K,CF-ACC-004,2024-12-24,DEBIT,NetBanking,Savings Transfer,708,81098
TXN-3184,MNOPQ5678K,CF-ACC-004,2024-12-25,CREDIT,NetBanking,Freelance Payout,1229,82327
TXN-3185,MNOPQ5678K,CF-ACC-004,2024-12-25,DEBIT,UPI,Food,420,81907
TXN-3186,MNOPQ5678K,CF-ACC-004,2024-12-26,CREDIT,NetBanking,Freelance Payout,2282,84189
TXN-3187,MNOPQ5678K,CF-ACC-004,2024-12-26,DEBIT,UPI,Food,356,83833
TXN-3188,MNOPQ5678K,CF-ACC-004,2024-12-27,CREDIT,NetBanking,Freelance Payout,1673,85506
TXN-3189,MNOPQ5678K,CF-ACC-004,2024-12-27,DEBIT,UPI,Food,433,85073
TXN-3190,MNOPQ5678K,CF-ACC-004,2024-12-27,DEBIT,NetBanking,Savings Transfer,1026,84047
TXN-3191,MNOPQ5678K,CF-ACC-004,2024-12-28,DEBIT,UPI,Food,272,83775
TXN-3192,MNOPQ5678K,CF-ACC-004,2024-12-29,CREDIT,NetBanking,Freelance Payout,1268,85043
TXN-3193,MNOPQ5678K,CF-ACC-004,2024-12-29,DEBIT,UPI,Food,365,84678
