partner_id,pan_number,full_name,work_date,net_daily_income,fuel_expense,bank_name,account_last4
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-25,985,268,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-26,1014,258,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-27,1143,160,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-28,1022,164,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-29,0,262,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-11-30,692,167,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-01,0,223,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-02,608,230,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-03,1084,283,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-04,0,180,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-05,0,192,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-06,759,164,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-07,0,256,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-08,1102,218,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-09,747,201,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-10,1074,189,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-11,704,204,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-12,734,277,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-13,0,150,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-14,1183,327,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-15,849,205,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-16,997,296,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-17,838,291,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-18,0,263,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-19,544,264,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-20,855,336,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-21,0,314,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-22,0,312,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-23,642,254,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-24,775,152,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-25,821,335,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-26,1120,169,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-27,0,165,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-28,0,267,SBI Bank,9876
CF-P-003,ABCDE1234F,Rahul Sharma,2024-12-29,689,274,SBI Bank,9876
