partner_id,pan_number,full_name,work_date,net_daily_income,fuel_expense,bank_name,account_last4
CF-P-002,PQRSX6789L,Amit Verma,2024-11-01,1789,213,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-02,1077,141,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-03,1829,268,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-04,1227,114,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-05,1087,191,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-06,0,233,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-07,1378,249,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-08,1317,121,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-09,1171,299,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-10,1321,132,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-11,1476,209,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-12,957,261,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-13,1660,292,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-14,754,107,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-15,0,182,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-16,1348,125,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-17,1862,175,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-18,1462,299,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-19,999,153,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-20,1652,163,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-21,1080,295,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-22,1621,285,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-23,1814,152,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-24,1336,143,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-25,1611,229,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-26,1626,277,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-27,0,180,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-28,1005,232,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-29,832,247,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-11-30,1478,242,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-01,1913,265,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-02,1248,210,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-03,781,139,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-04,1330,175,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-05,1823,232,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-06,905,102,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-07,1154,171,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-08,1191,283,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-09,1435,135,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-10,1540,247,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-11,1482,245,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-12,0,237,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-13,1557,242,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-14,895,168,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-15,1369,208,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-16,727,121,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-17,1997,285,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-18,1644,188,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-19,1162,112,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-20,1883,135,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-21,1182,235,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-22,1301,175,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-23,1550,199,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-24,0,285,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-25,1281,105,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-26,712,287,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-27,0,267,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-28,1103,191,ICICI Bank,1234
CF-P-002,PQRSX6789L,Amit Verma,2024-12-29,1520,243,ICICI Bank,1234
