transaction_id,linked_pan,account_id,transaction_date,transaction_type,mode,category,amount,balance_after_txn
TXN-1024,ABCDE1234F,CF-ACC-001,2024-10-11,DEBIT,UPI,Personal Expense,252,8193
TXN-1025,ABCDE1234F,CF-ACC-001,2024-10-12,CREDIT,UPI,Zomato Payout,636,8829
TXN-1026,ABCDE1234F,CF-ACC-001,2024-10-12,DEBIT,UPI,Personal Expense,222,8607
TXN-1027,ABCDE1234F,CF-ACC-001,2024-10-13,CREDIT,UPI,Zomato Payout,979,9586
TXN-1028,ABCDE1234F,CF-ACC-001,2024-10-13,DEBIT,UPI,Food,447,9139
TXN-1029,ABCDE1234F,CF-ACC-001,2024-10-13,DEBIT,UPI,Loan EMI,1133,8006
TXN-1030,ABCDE1234F,CF-ACC-001,2024-10-14,CREDIT,NetBanking,Zomato Payout,570,8576
TXN-1031,ABCDE1234F,CF-ACC-001,2024-10-14,DEBIT,UPI,Food,276,8300
TXN-1032,ABCDE1234F,CF-ACC-001,2024-10-15,CREDIT,UPI,Zomato Payout,871,9171
TXN-1033,ABCDE1234F,CF-ACC-001,2024-10-15,DEBIT,UPI,Food,367,8804
TXN-1034,ABCDE1234F,CF-ACC-001,2024-10-16,CREDIT,NetBanking,Zomato Payout,1059,9863
TXN-1035,ABCDE1234F,CF-ACC-001,2024-10-16,DEBIT,UPI,Personal Expense,381,9482
TXN-1036,ABCDE1234F,CF-ACC-001,2024-10-17,CREDIT,NetBanking,Zomato Payout,1161,10643
TXN-1037,ABCDE1234F,CF-ACC-001,2024-10-17,DEBIT,UPI,Fuel,363,10280
TXN-1038,ABCDE1234F,CF-ACC-001,2024-10-18,CREDIT,UPI,Zomato Payout,1575,11855
TXN-1039,ABCDE1234F,CF-ACC-001,2024-10-18,DEBIT,UPI,Personal Expense,496,11359
TXN-1040,ABCDE1234F,CF-ACC-001,2024-10-18,DEBIT,UPI,Loan EMI,1172,10187
TXN-1041,ABCDE1234F,CF-ACC-001,2024-10-19,CREDIT,UPI,Zomato Payout,1822,12009
TXN-1042,ABCDE1234F,CF-ACC-001,2024-10-19,DEBIT,UPI,Fuel,283,11726
TXN-1043,ABCDE1234F,CF-ACC-001,2024-10-19,DEBIT,UPI,Savings Transfer,638,11088
TXN-1044,ABCDE1234F,CF-ACC-001,2024-10-20,CREDIT,NetBanking,Zomato Payout,999,12087
TXN-1045,ABCDE1234F,CF-ACC-001,2024-10-20,DEBIT,UPI,Personal Expense,220,11867
TXN-1046,ABCDE1234F,CF-ACC-001,2024-10-21,CREDIT,UPI,Zomato Payout,1018,12885
TXN-1047,ABCDE1234F,CF-ACC-001,2024-10-21,DEBIT,UPI,Fuel,453,12432
TXN-1048,ABCDE1234F,CF-ACC-001,2024-10-22,CREDIT,NetBanking,Zomato Payout,1413,13845
TXN-1049,ABCDE1234F,CF-ACC-001,2024-10-22,DEBIT,UPI,Food,510,13335
TXN-1050,ABCDE1234F,CF-ACC-001,2024-10-23,CREDIT,NetBanking,Zomato Payout,785,14120
TXN-1051,ABCDE1234F,CF-ACC-001,2024-10-23,DEBIT,UPI,Personal Expense,349,13771
TXN-1052,ABCDE1234F,CF-ACC-001,2024-10-24,CREDIT,NetBanking,Zomato Payout,1711,15482
TXN-1053,ABCDE1234F,CF-ACC-001,2024-10-24,DEBIT,UPI,Food,494,14988
TXN-1054,ABCDE1234F,CF-ACC-001,2024-10-25,CREDIT,NetBanking,Zomato Payout,996,15984
TXN-1055,ABCDE1234F,CF-ACC-001,2024-10-25,DEBIT,UPI,Personal Expense,520,15464
TXN-1056,ABCDE1234F,CF-ACC-001,2024-10-25,DEBIT,UPI,Savings Transfer,819,14645
TXN-1057,ABCDE1234F,CF-ACC-001,2024-10-26,CREDIT,UPI,Zomato Payout,808,15453
TXN-1058,ABCDE1234F,CF-ACC-001,2024-10-26,DEBIT,UPI,Personal Expense,217,15236
TXN-1059,ABCDE1234F,CF-ACC-001,2024-10-27,CREDIT,NetBanking,Zomato Payout,1242,16478
TXN-1060,ABCDE1234F,CF-ACC-001,2024-10-27,DEBIT,UPI,Fuel,218,16260
TXN-1061,ABCDE1234F,CF-ACC-001,2024-10-28,CREDIT,NetBanking,Zomato Payout,599,16859
TXN-1062,ABCDE1234F,CF-ACC-001,2024-10-28,DEBIT,UPI,Fuel,326,16533
TXN-1063,ABCDE1234F,CF-ACC-001,2024-10-29,CREDIT,UPI,Zomato Payout,1326,17859
TXN-1064,ABCDE1234F,CF-ACC-001,2024-10-29,DEBIT,UPI,Personal Expense,220,17639
TXN-1065,ABCDE1234F,CF-ACC-001,2024-10-30,CREDIT,NetBanking,Zomato Payout,508,18147
TXN-1066,ABCDE1234F,CF-ACC-001,2024-10-30,DEBIT,UPI,Personal Expense,423,17724
TXN-1067,ABCDE1234F,CF-ACC-001,2024-10-31,CREDIT,UPI,Zomato Payout,1632,19356
TXN-1068,ABCDE1234F,CF-ACC-001,2024-10-31,DEBIT,UPI,Personal Expense,475,18881
TXN-1069,ABCDE1234F,CF-ACC-001,2024-10-31,DEBIT,UPI,Loan EMI,869,18012
TXN-1070,ABCDE1234F,CF-ACC-001,2024-11-01,CREDIT,UPI,Zomato Payout,567,18579
TXN-1071,ABCDE1234F,CF-ACC-001,2024-11-01,DEBIT,UPI,Personal Expense,362,18217
TXN-1072,ABCDE1234F,CF-ACC-001,2024-11-01,DEBIT,UPI,Savings Transfer,605,17612
TXN-1073,ABCDE1234F,CF-ACC-001,2024-11-02,CREDIT,NetBanking,Zomato Payout,896,18508
TXN-1074,ABCDE1234F,CF-ACC-001,2024-11-02,DEBIT,UPI,Food,522,17986
TXN-1075,ABCDE1234F,CF-ACC-001,2024-11-03,CREDIT,NetBanking,Zomato Payout,1181,19167
TXN-1076,ABCDE1234F,CF-ACC-001,2024-11-03,DEBIT,UPI,Food,369,18798
TXN-1077,ABCDE1234F,CF-ACC-001,2024-11-04,CREDIT,UPI,Zomato Payout,522,19320
TXN-1078,ABCDE1234F,CF-ACC-001,2024-11-04,DEBIT,UPI,Personal Expense,225,19095
TXN-1079,ABCDE1234F,CF-ACC-001,2024-11-05,CREDIT,UPI,Zomato Payout,1713,20808
TXN-1080,ABCDE1234F,CF-ACC-001,2024-11-05,DEBIT,UPI,Food,282,20526
TXN-1081,ABCDE1234F,CF-ACC-001,2024-11-06,CREDIT,UPI,Zomato Payout,1213,21739
TXN-1082,ABCDE1234F,CF-ACC-001,2024-11-06,DEBIT,UPI,Fuel,306,21433
TXN-1083,ABCDE1234F,CF-ACC-001,2024-11-07,CREDIT,NetBanking,Zomato Payout,1069,22502
TXN-1084,ABCDE1234F,CF-ACC-001,2024-11-07,DEBIT,UPI,Fuel,430,22072
TXN-1085,ABCDE1234F,CF-ACC-001,2024-11-07,DEBIT,UPI,Savings Transfer,690,21382
TXN-1086,ABCDE1234F,CF-ACC-001,2024-11-08,CREDIT,NetBanking,Zomato Payout,714,22096
TXN-1087,ABCDE1234F,CF-ACC-001,2024-11-08,DEBIT,UPI,Personal Expense,285,21811
TXN-1088,ABCDE1234F,CF-ACC-001,2024-11-09,CREDIT,NetBanking,Zomato Payout,1082,22893
TXN-1089,ABCDE1234F,CF-ACC-001,2024-11-09,DEBIT,UPI,Food,310,22583
TXN-1090,ABCDE1234F,CF-ACC-001,2024-11-09,DEBIT,UPI,Savings Transfer,1175,21408
TXN-1091,ABCDE1234F,CF-ACC-001,2024-11-10,CREDIT,NetBanking,Zomato Payout,1512,22920
TXN-1092,ABCDE1234F,CF-ACC-001,2024-11-10,DEBIT,UPI,Fuel,267,22653
TXN-1093,ABCDE1234F,CF-ACC-001,2024-11-10,DEBIT,UPI,Loan EMI,709,21944
TXN-1094,ABCDE1234F,CF-ACC-001,2024-11-11,CREDIT,NetBanking,Zomato Payout,1371,23315
TXN-1095,ABCDE1234F,CF-ACC-001,2024-11-11,DEBIT,UPI,Personal Expense,544,22771
TXN-1096,ABCDE1234F,CF-ACC-001,2024-11-12,CREDIT,NetBanking,Zomato Payout,748,23519
TXN-1097,ABCDE1234F,CF-ACC-001,2024-11-12,DEBIT,UPI,Fuel,344,23175
TXN-1098,ABCDE1234F,CF-ACC-001,2024-11-12,DEBIT,UPI,Loan EMI,674,22501
TXN-1099,ABCDE1234F,CF-ACC-001,2024-11-13,CREDIT,NetBanking,Zomato Payout,1246,23747
TXN-1100,ABCDE1234F,CF-ACC-001,2024-11-13,DEBIT,UPI,Food,450,23297
TXN-1101,ABCDE1234F,CF-ACC-001,2024-11-14,CREDIT,NetBanking,Zomato Payout,1628,24925
TXN-1102,ABCDE1234F,CF-ACC-001,2024-11-14,DEBIT,UPI,Fuel,276,24649
TXN-1103,ABCDE1234F,CF-ACC-001,2024-11-15,CREDIT,NetBanking,Zomato Payout,1681,26330
TXN-1104,ABCDE1234F,CF-ACC-001,2024-11-15,DEBIT,UPI,Food,330,26000
TXN-1105,ABCDE1234F,CF-ACC-001,2024-11-16,CREDIT,UPI,Zomato Payout,690,26690
TXN-1106,ABCDE1234F,CF-ACC-001,2024-11-16,DEBIT,UPI,Food,504,26186
TXN-1107,ABCDE1234F,CF-ACC-001,2024-11-17,CREDIT,UPI,Zomato Payout,1115,27301
TXN-1108,ABCDE1234F,CF-ACC-001,2024-11-17,DEBIT,UPI,Fuel,332,26969
TXN-1109,ABCDE1234F,CF-ACC-001,2024-11-18,CREDIT,NetBanking,Zomato Payout,1016,27985
TXN-1110,ABCDE1234F,CF-ACC-001,2024-11-18,DEBIT,UPI,Food,403,27582
TXN-1111,ABCDE1234F,CF-ACC-001,2024-11-18,DEBIT,UPI,Savings Transfer,631,26951
TXN-1112,ABCDE1234F,CF-ACC-001,2024-11-19,CREDIT,UPI,Zomato Payout,1035,27986
TXN-1113,ABCDE1234F,CF-ACC-001,2024-11-19,DEBIT,UPI,Fuel,319,27667
TXN-1114,ABCDE1234F,CF-ACC-001,2024-11-19,DEBIT,UPI,Savings Transfer,944,26723
TXN-1115,ABCDE1234F,CF-ACC-001,2024-11-20,CREDIT,UPI,Zomato Payout,1952,28675
TXN-1116,ABCDE1234F,CF-ACC-001,2024-11-20,DEBIT,UPI,Food,546,28129
TXN-1117,ABCDE1234F,CF-ACC-001,2024-11-21,CREDIT,UPI,Zomato Payout,541,28670
TXN-1118,ABCDE1234F,CF-ACC-001,2024-11-21,DEBIT,UPI,Fuel,586,28084
TXN-1119,ABCDE1234F,CF-ACC-001,2024-11-21,DEBIT,UPI,Savings Transfer,1198,26886
TXN-1120,ABCDE1234F,CF-ACC-001,2024-11-22,CREDIT,NetBanking,Zomato Payout,1562,28448
TXN-1121,ABCDE1234F,CF-ACC-001,2024-11-22,DEBIT,UPI,Personal Expense,336,28112
TXN-1122,ABCDE1234F,CF-ACC-001,2024-11-23,CREDIT,UPI,Zomato Payout,574,28686
TXN-1123,ABCDE1234F,CF-ACC-001,2024-11-23,DEBIT,UPI,Personal Expense,385,28301
TXN-1124,ABCDE1234F,CF-ACC-001,2024-11-24,CREDIT,UPI,Zomato Payout,814,29115
TXN-1125,ABCDE1234F,CF-ACC-001,2024-11-24,DEBIT,UPI,Personal Expense,596,28519
TXN-1126,ABCDE1234F,CF-ACC-001,2024-11-25,CREDIT,NetBanking,Zomato Payout,722,29241
TXN-1127,ABCDE1234F,CF-ACC-001,2024-11-25,DEBIT,UPI,Food,499,28742
TXN-1128,ABCDE1234F,CF-ACC-001,2024-11-26,CREDIT,NetBanking,Zomato Payout,1088,29830
TXN-1129,ABCDE1234F,CF-ACC-001,2024-11-26,DEBIT,UPI,Fuel,355,29475
TXN-1130,ABCDE1234F,CF-ACC-001,2024-11-27,CREDIT,NetBanking,Zomato Payout,767,30242
TXN-1131,ABCDE1234F,CF-ACC-001,2024-11-27,DEBIT,UPI,Fuel,286,29956
TXN-1132,ABCDE1234F,CF-ACC-001,2024-11-28,CREDIT,UPI,Zomato Payout,1379,31335
TXN-1133,ABCDE1234F,CF-ACC-001,2024-11-28,DEBIT,UPI,Food,518,30817
TXN-1134,ABCDE1234F,CF-ACC-001,2024-11-29,CREDIT,NetBanking,Zomato Payout,1211,32028
TXN-1135,ABCDE1234F,CF-ACC-001,2024-11-29,DEBIT,UPI,Food,451,31577
TXN-1136,ABCDE1234F,CF-ACC-001,2024-11-29,DEBIT,UPI,Savings Transfer,1145,30432
TXN-1137,ABCDE1234F,CF-ACC-001,2024-11-30,CREDIT,NetBanking,Zomato Payout,541,30973
TXN-1138,ABCDE1234F,CF-ACC-001,2024-11-30,DEBIT,UPI,Food,329,30644
TXN-1139,ABCDE1234F,CF-ACC-001,2024-12-01,CREDIT,NetBanking,Zomato Payout,1406,32050
TXN-1140,ABCDE1234F,CF-ACC-001,2024-12-01,DEBIT,UPI,Food,566,31484
TXN-1141,ABCDE1234F,CF-ACC-001,2024-12-02,CREDIT,UPI,Zomato Payout,767,32251
TXN-1142,ABCDE1234F,CF-ACC-001,2024-12-02,DEBIT,UPI,Food,286,31965
TXN-1143,ABCDE1234F,CF-ACC-001,2024-12-03,CREDIT,UPI,Zomato Payout,769,32734
TXN-1144,ABCDE1234F,CF-ACC-001,2024-12-03,DEBIT,UPI,Fuel,246,32488
TXN-1145,ABCDE1234F,CF-ACC-001,2024-12-04,CREDIT,NetBanking,Zomato Payout,931,33419
TXN-1146,ABCDE1234F,CF-ACC-001,2024-12-04,DEBIT,UPI,Personal Expense,490,32929
TXN-1147,ABCDE1234F,CF-ACC-001,2024-12-04,DEBIT,UPI,Loan EMI,1104,31825
TXN-1148,ABCDE1234F,CF-ACC-001,2024-12-05,CREDIT,NetBanking,Zomato Payout,1681,33506
TXN-1149,ABCDE1234F,CF-ACC-001,2024-12-05,DEBIT,UPI,Personal Expense,391,33115
TXN-1150,ABCDE1234F,CF-ACC-001,2024-12-06,CREDIT,UPI,Zomato Payout,652,33767
TXN-1151,ABCDE1234F,CF-ACC-001,2024-12-06,DEBIT,UPI,Personal Expense,515,33252
TXN-1152,ABCDE1234F,CF-ACC-001,2024-12-07,CREDIT,UPI,Zomato Payout,1860,35112
TXN-1153,ABCDE1234F,CF-ACC-001,2024-12-07,DEBIT,UPI,Fuel,437,34675
TXN-1154,ABCDE1234F,CF-ACC-001,2024-12-08,CREDIT,NetBanking,Zomato Payout,1583,36258
TXN-1155,ABCDE1234F,CF-ACC-001,2024-12-08,DEBIT,UPI,Personal Expense,237,36021
TXN-1156,ABCDE1234F,CF-ACC-001,2024-12-09,CREDIT,UPI,Zomato Payout,1447,37468
TXN-1157,ABCDE1234F,CF-ACC-001,2024-12-09,DEBIT,UPI,Personal Expense,478,36990
TXN-1158,ABCDE1234F,CF-ACC-001,2024-12-10,CREDIT,NetBanking,Zomato Payout,1675,38665
TXN-1159,ABCDE1234F,CF-ACC-001,2024-12-10,DEBIT,UPI,Food,413,38252
TXN-1160,ABCDE1234F,CF-ACC-001,2024-12-11,CREDIT,NetBanking,Zomato Payout,1425,39677
TXN-1161,ABCDE1234F,CF-ACC-001,2024-12-11,DEBIT,UPI,Food,226,39451
TXN-1162,ABCDE1234F,CF-ACC-001,2024-12-12,CREDIT,UPI,Zomato Payout,1174,40625
TXN-1163,ABCDE1234F,CF-ACC-001,2024-12-12,DEBIT,UPI,Food,596,40029
TXN-1164,ABCDE1234F,CF-ACC-001,2024-12-12,DEBIT,UPI,Savings Transfer,611,39418
TXN-1165,ABCDE1234F,CF-ACC-001,2024-12-13,CREDIT,UPI,Zomato Payout,1428,40846
TXN-1166,ABCDE1234F,CF-ACC-001,2024-12-13,DEBIT,UPI,Food,368,40478
TXN-1167,ABCDE1234F,CF-ACC-001,2024-12-14,CREDIT,NetBanking,Zomato Payout,2028,42506
TXN-1168,ABCDE1234F,CF-ACC-001,2024-12-14,DEBIT,UPI,Fuel,215,42291
TXN-1169,ABCDE1234F,CF-ACC-001,2024-12-14,DEBIT,UPI,Loan EMI,1071,41220
TXN-1170,ABCDE1234F,CF-ACC-001,2024-12-15,CREDIT,NetBanking,Zomato Payout,1410,42630
TXN-1171,ABCDE1234F,CF-ACC-001,2024-12-15,DEBIT,UPI,Fuel,543,42087
TXN-1172,ABCDE1234F,CF-ACC-001,2024-12-16,CREDIT,NetBanking,Zomato Payout,876,42963
TXN-1173,ABCDE1234F,CF-ACC-001,2024-12-16,DEBIT,UPI,Fuel,340,42623
TXN-1174,ABCDE1234F,CF-ACC-001,2024-12-17,CREDIT,UPI,Zomato Payout,1354,43977
TXN-1175,ABCDE1234F,CF-ACC-001,2024-12-17,DEBIT,UPI,Food,337,43640
TXN-1176,ABCDE1234F,CF-ACC-001,2024-12-18,CREDIT,NetBanking,Zomato Payout,1504,45144
TXN-1177,ABCDE1234F,CF-ACC-001,2024-12-18,DEBIT,UPI,Fuel,519,44625
TXN-1178,ABCDE1234F,CF-ACC-001,2024-12-19,CREDIT,NetBanking,Zomato Payout,714,45339
TXN-1179,ABCDE1234F,CF-ACC-001,2024-12-19,DEBIT,UPI,Food,541,44798
TXN-1180,ABCDE1234F,CF-ACC-001,2024-12-20,CREDIT,UPI,Zomato Payout,839,45637
TXN-1181,ABCDE1234F,CF-ACC-001,2024-12-20,DEBIT,UPI,Food,530,45107
TXN-1182,ABCDE1234F,CF-ACC-001,2024-12-21,CREDIT,NetBanking,Zomato Payout,572,45679
TXN-1183,ABCDE1234F,CF-ACC-001,2024-12-21,DEBIT,UPI,Fuel,372,45307
TXN-1184,ABCDE1234F,CF-ACC-001,2024-12-21,DEBIT,UPI,Loan EMI,1103,44204
TXN-1185,ABCDE1234F,CF-ACC-001,2024-12-22,CREDIT,UPI,Zomato Payout,645,44849
TXN-1186,ABCDE1234F,CF-ACC-001,2024-12-22,DEBIT,UPI,Food,316,44533
TXN-1187,ABCDE1234F,CF-ACC-001,2024-12-22,DEBIT,UPI,Loan EMI,1092,43441
TXN-1188,ABCDE1234F,CF-ACC-001,2024-12-23,CREDIT,NetBanking,Zomato Payout,954,44395
TXN-1189,ABCDE1234F,CF-ACC-001,2024-12-23,DEBIT,UPI,Fuel,200,44195
TXN-1190,ABCDE1234F,CF-ACC-001,2024-12-24,CREDIT,NetBanking,Zomato Payout,1459,45654
TXN-1191,ABCDE1234F,CF-ACC-001,2024-12-24,DEBIT,UPI,Fuel,564,45090
TXN-1192,ABCDE1234F,CF-ACC-001,2024-12-25,CREDIT,NetBanking,Zomato Payout,665,45755
TXN-1193,ABCDE1234F,CF-ACC-001,2024-12-25,DEBIT,UPI,Fuel,437,45318
TXN-1194,ABCDE1234F,CF-ACC-001,2024-12-26,CREDIT,NetBanking,Zomato Payout,708,46026
TXN-1195,ABCDE1234F,CF-ACC-001,2024-12-26,DEBIT,UPI,Personal Expense,532,45494
TXN-1196,ABCDE1234F,CF-ACC-001,2024-12-27,CREDIT,UPI,Zomato Payout,729,46223
TXN-1197,ABCDE1234F,CF-ACC-001,2024-12-27,DEBIT,UPI,Fuel,528,45695
TXN-1198,ABCDE1234F,CF-ACC-001,2024-12-28,CREDIT,NetBanking,Zomato Payout,800,46495
TXN-1199,ABCDE1234F,CF-ACC-001,2024-12-28,DEBIT,UPI,Food,404,46091
TXN-1200,ABCDE1234F,CF-ACC-001,2024-12-28,DEBIT,UPI,Loan EMI,841,45250
TXN-1201,ABCDE1234F,CF-ACC-001,2024-12-29,CREDIT,UPI,Zomato Payout,844,46094
TXN-1202,ABCDE1234F,CF-ACC-001,2024-12-29,DEBIT,UPI,Fuel,413,45681
